Display name,Property city,State (Agent),Property Status,Property Status Updated,Closing Date is Wrong
320 N. Market Avenue,Mount Joy,Pennsylvania,Pending,8-Aug-22,FALSE
4800 Nichols Rd,Big Spring,Texas,Active,1-Aug-22,FALSE
195 Ranch Ridge Drive,Dripping Springs,Texas,Under Contract,15-Aug-22,FALSE
1415 Meadow Glen,Adkins,Texas,Off Market,18-Jul-22,FALSE
160 Ocean Drive,Gun Barrel City,Texas,Pending,22-Aug-22,FALSE
3407 Cayuga Drive,Harker Heights,Texas,Off Market,18-Jul-22,FALSE
3525 Lyon Carr Rd,Mason,Texas,Active,18-Jul-22,FALSE
141 Chiggers Trl,Abilene,Texas,Active,8-Aug-22,FALSE
100 stephanies trl,kyle,Texas,,,FALSE
2305 Gilia Dr,Austin,Texas,Off Market,22-Aug-22,FALSE
31822 Ironwood Drive,Waller,Texas,Active,22-Aug-22,FALSE
409 Pronghorn,College Station,Texas,Off Market,18-Jul-22,FALSE
5512 Rutland Ave.,Fort Worth,Texas,Pending,29-Aug-22,FALSE
1589 Woodbine Ct,Bryan,Texas,Off Market,18-Jul-22,FALSE
300 VZCR 2150,Willspoint,Texas,,,FALSE
775 Cactus Ln,Copperas Cove,Texas,Pending,29-Aug-22,FALSE
3320 Chasse Ridge Dr,Orange,Texas,Pending,1-Aug-22,FALSE
2511 Larry,Big Spring,Texas,Active,18-Jul-22,FALSE
6834 Mcpherson Clay Rd,Liberty,North Carolina,Off Market,18-Jul-22,FALSE
8901 ST HWY 31 E,Murchison,Texas,Off Market,25-Jul-22,FALSE
80180 Vista Grande 92253,La Quinta,California,Active,18-Jul-22,FALSE
5233 Aztec Drive,The Colony,Texas,Off Market,,FALSE
416 Lonesome Star Trail,Haslet,Texas,Active,25-Jul-22,FALSE
15104 Casbah Drive,Austin,Texas,,,FALSE
8312 Towne Bridge Dr.,Frisco,Texas,Pending,8-Aug-22,FALSE
1712 Lost Maples Loop,Cedar Park,Texas,Under Contract,22-Aug-22,FALSE
31 Wrangler Pass Drive,The Woodlands,Texas,Off Market,18-Jul-22,FALSE
2022 Clarinda,Wichita Falls,Texas,Off Market,29-Aug-22,FALSE
1 Milford Town Green Ln Unit C,Milford,Pennsylvania,Off Market,18-Jul-22,FALSE
4459 Pettytown Rd,Dale,Texas,Active,29-Aug-22,FALSE
300 Turtle Ln,Seguin,Texas,Pending,15-Aug-22,FALSE
1675 Alvarado Court 94551,Livermore,California,Active,25-Jul-22,FALSE
1103 Bluebonnet Dr,Cedar Park,Texas,Under Contract,22-Aug-22,TRUE
1001 E Durham St.,Philadelphia,Pennsylvania,Active Contingent,22-Aug-22,FALSE
234 Avalanche Ln,Drums,Pennsylvania,Active,22-Aug-22,FALSE
806 VANDA AVE,LUBBOCK,Texas,Pending,1-Aug-22,FALSE
4269 Waterstone Drive,McKinney,Texas,Active,8-Aug-22,FALSE
114 W Providence Rd,Aldan,Pennsylvania,Pending,25-Jul-22,FALSE
139 Windfair Loop,Montgomery,Texas,Active,18-Jul-22,FALSE
8321 Monica Circle,Plano,Texas,Pending,29-Aug-22,FALSE
10402 Shell Rock Rd,La Porte,Texas,Active,18-Jul-22,FALSE
329 Starvation Hill Ln,PIPE CREEK,Texas,Active,18-Jul-22,FALSE
17507 Brackenbrae Lane,Richmond,Texas,Off Market,18-Jul-22,FALSE
2917 Harvester,Round Rock,Texas,Off Market,18-Jul-22,FALSE
10314 OLD FARM,SAN ANTONIO,Texas,Pending,29-Aug-22,FALSE
7108 N Sioux Trail,Austin,Texas,Off Market,18-Jul-22,FALSE
1232 Catherine Lane,Burleson,Texas,Active,18-Jul-22,FALSE
6041 Malta Circle,Round Rock,Texas,Active,18-Jul-22,FALSE
937 Walnut St,Ambridge,Pennsylvania,Active,18-Jul-22,FALSE
9033 Antelope,Odessa,Texas,Active,18-Jul-22,FALSE
207 Colden Ct,Colleyville,Texas,Off Market,18-Jul-22,FALSE
5123 Royal Pkwy,Friendswood,Texas,Active,22-Aug-22,FALSE
315 Morningstar Court,Colleyville,Texas,Active,25-Jul-22,FALSE
10101 Mandeville Circle,Austin,Texas,Active,25-Jul-22,FALSE
8013 Beacon Knob Way,Austin,Texas,Under Contract,29-Aug-22,FALSE
301 Pine Hill,Lufkin,Texas,Off Market,11-Jul-22,FALSE
25614 Bridle Creek Dr N,Magnolia,Texas,Pending,15-Aug-22,FALSE
717 Sandalwood Ln,Norristown,Pennsylvania,Pending,25-Jul-22,FALSE
10800 Harley Ave,Austin,Texas,Off Market,18-Jul-22,FALSE
1705 Wethersfield,Austin,Texas,Off Market,18-Jul-22,FALSE
3230 Vista Drive,Danielsville,Pennsylvania,Active,8-Aug-22,FALSE
2649 Raintree Circle,Abilene,Texas,Off Market,22-Aug-22,FALSE
100 Forest Park Drive,Double Oak,Texas,Active,18-Jul-22,FALSE
5511 Glenfield Spring Ln,Spring,Texas,Off Market,11-Jul-22,FALSE
1201 S Hatcher St,Decatur,Texas,Active,25-Jul-22,FALSE
313 W Summit St,Mohnton,Pennsylvania,Off Market,8-Aug-22,FALSE
6619 Crown Point Ct,Midland,Texas,Active,25-Jul-22,FALSE
19738 Lake Theo Court,Houston,Texas,Active,8-Aug-22,FALSE
1107 11th st E Unit B15,Port Aransas,Texas,Off Market,29-Aug-22,FALSE
1817 Tomahawk Trail,Aubrey,Texas,Off Market,11-Jul-22,FALSE
"11501 Decente Dr, Studio City CA 91604-3869 91604-3869",Studio City,California,Active,22-Aug-22,FALSE
13103 Rochester Lane,Austin,Texas,Off Market,18-Jul-22,FALSE
511 Montana,San Antonio,Texas,Active,15-Aug-22,FALSE
306 4th Avenue Unit 1104,Pittsburgh,Pennsylvania,Active,18-Jul-22,FALSE
16400 Ranger Trl,Huntersville,North Carolina,Pending,29-Aug-22,FALSE
3608 Hollow Ridge Ct,Pearland,Texas,Pending,15-Aug-22,FALSE
7815 Wood Hollow Dr,Baytown,Texas,Active,18-Jul-22,FALSE
1635 Grassland Place 89502,Reno,Nevada,Under Contract,22-Aug-22,FALSE
633 Green Mountain Rd,Burleson,Texas,Pending,29-Aug-22,FALSE
313 Angel Song Cv,Spicewood,Texas,Active,11-Jul-22,FALSE
413 Silver Lane,Azle,Texas,Active,8-Aug-22,FALSE
209 Spruce Valley Dr,Justin,Texas,Active,11-Jul-22,FALSE
1170 Kinta Circle,Pocono Lake,Pennsylvania,Active,25-Jul-22,FALSE
390 E Union St.,Nanticoke,Pennsylvania,Off Market,29-Aug-22,FALSE
620 Spruce St,Emmaus,Pennsylvania,Active,11-Jul-22,FALSE
220 Greenlawn,San Antonio,Texas,Active,11-Jul-22,FALSE
10602 Powell Rd 73165,Oklahoma,Oklahoma,Pending,8-Aug-22,FALSE
15522 Ponderosa Bend Drive,Cypress,Texas,Active,8-Aug-22,FALSE
1917 Kings Pass,Heath,Texas,Off Market,22-Aug-22,FALSE
1200 Barton Creek Blvd #46,Austin,Texas,Off Market,18-Jul-22,FALSE
2626 Springhill CIr,Furlong,Pennsylvania,Pending,15-Aug-22,FALSE
1536 Indian Springs Road,Indiana,Pennsylvania,Active,25-Jul-22,FALSE
5952 Sandhill Cir,The Colony,Texas,Off Market,8-Aug-22,FALSE
3120 Chestnut St,Reading,Pennsylvania,,,FALSE
13706 Sandford Lake,Houston,Texas,Active,25-Jul-22,FALSE
19019 Yaupon Pass Dr,Cypress,Texas,Pending,15-Aug-22,FALSE
3729 Jasmine Circle 95135,San Jose,California,Pending,15-Aug-22,FALSE
2234 Irwin St,Fort Worth,Texas,Off Market,25-Jul-22,FALSE
5707 S FM 565 Rd,Baytown,Texas,Active,8-Aug-22,FALSE
6751 North Pebble Lane 74055,Owasso,Oklahoma,Off Market,15-Aug-22,FALSE
2246 Irwin St,Fort Worth,Texas,Off Market,15-Aug-22,FALSE
2240 Irwin St,Fort Worth,Texas,Off Market,8-Aug-22,FALSE
115 Thoroughbred Drive,Hickory Creek,Texas,Active,15-Aug-22,TRUE
4692 Highway 90a,Altair,Texas,Off Market,11-Jul-22,FALSE
13414 Copper Hills Drive,Manchaca,Texas,Off Market,15-Aug-22,FALSE
602 Wanamaker Rd,Jenkintown,Pennsylvania,Pending,25-Jul-22,FALSE
809 Harrogate Drive,Harrisburg,Pennsylvania,Pending,25-Jul-22,FALSE
25269 CR 460,Grand Saline,Texas,Active,8-Aug-22,FALSE
2208 Northwest 16th Street 73107,Oklahoma City,Oklahoma,Pending,22-Aug-22,FALSE
1210 Acanthus St,Pflugerville,Texas,Active,25-Jul-22,FALSE
10218 Golden Sunshine Dr.,Houston,Texas,Off Market,11-Jul-22,FALSE
713 Pinehurst Drive,Richardson,Texas,Pending,29-Aug-22,FALSE
117 Rattlesnake Way,CIBOLO,Texas,Active,25-Jul-22,FALSE
10342 FM 751,Quinlan,Texas,Active,25-Jul-22,FALSE
16230 Tahoe Dr,Jersey Village,Texas,Pending,22-Aug-22,FALSE
104 Wind Flower Track Court,Willis,Texas,Active,25-Jul-22,FALSE
13707 Primrose Petal,Manor,Texas,Under Contract,29-Aug-22,FALSE
2122 Mallard Ct,Lewisville,Texas,,,FALSE
12121 Wolfson St,Crowley,Texas,Pending,29-Aug-22,FALSE
3811 Arrow Wood Rd,Cedar Park,Texas,Off Market,25-Jul-22,FALSE
32376 Pequin Dr.,Bulverde,Texas,Active,11-Jul-22,FALSE
2039 Greencrest Dr,Missouri City,Texas,Off Market,11-Jul-22,FALSE
12 Reese Dr,Sunset Valley,Texas,Active,25-Jul-22,FALSE
6360 Miller Rd,Krum,Texas,Off Market,11-Jul-22,FALSE
13423 Astley Acres Ln.,Cypress,Texas,Active,25-Jul-22,FALSE
5922 Limestone Mill Dr,San Antonio,Texas,Off Market,11-Jul-22,FALSE
2209 Maple Point Drive North,Conroe,Texas,Pending,15-Aug-22,FALSE
6 Hamper Court,Trophy Club,Texas,Off Market,11-Jul-22,FALSE
748 mount Elon church rd,Hopkins,South Carolina,Off Market,15-Aug-22,FALSE
461 finch lane,Lexington,South Carolina,Off Market,15-Aug-22,FALSE
467 Nelliefield Trail,Wando,South Carolina,Off Market,25-Jul-22,FALSE
231 Dumoulin Ave.,San Antonio,Texas,Active,22-Aug-22,FALSE
3981 Cole Valley,Round Rock,Texas,Active,25-Jul-22,FALSE
4438 Newmore Ave,Dallas,Texas,Off Market,29-Aug-22,FALSE
15333 Beaufort Ct,Corpus Christi,Texas,Active,25-Jul-22,FALSE
23918 Gentle MossLn,Katy,Texas,Active,25-Jul-22,FALSE
100 Cactus Pear,Boerne,Texas,Off Market,22-Aug-22,FALSE
666 Germantown Pike #S703,Plymouth Meeting,Pennsylvania,Off Market,15-Aug-22,FALSE
"1955 Columbine Ave Bethlehem, 18018",Bethlehem,Pennsylvania,Pending,22-Aug-22,FALSE
7904 City View Dr,Amarillo,Texas,Active,25-Jul-22,FALSE
1305 Speedway Drive,Rhome,Texas,Off Market,15-Aug-22,FALSE
1813 Laurel Oaks Dr,Richmond,Texas,Active,25-Aug-22,FALSE
2115 FM 1725,Cleveland,Texas,Off Market,29-Aug-22,FALSE
11632 Blackmore Leap,San Antonio,Texas,Off Market,11-Jul-22,FALSE
63 W Seymour Street,Philadelphia,Pennsylvania,Active,22-Aug-22,FALSE
1609 David Ln,Effort,Pennsylvania,Off Market,8-Aug-22,FALSE
11037 Caldwell Lane,Fort Worth,Texas,Active,22-Aug-22,FALSE
717 W. Live Oak St.,Angleton,Texas,Pending,22-Aug-22,FALSE
1516 Stonewall Dr.,Longview,Texas,Off Market,11-Jul-22,FALSE
2021 Athabasca Falls Drive,Anna,Texas,Active,8-Aug-22,FALSE
214 Noble Woods Dr,Coraopolis,Pennsylvania,Active,25-Jul-22,FALSE
3411 Schoolhouse Rd,Dover,Pennsylvania,Pending,29-Aug-22,FALSE
3301 Camelot St,Willow Park,Texas,Pending,8-Aug-22,FALSE
10317 Evergreen Dr.,Rowlett,Texas,Pending,29-Aug-22,FALSE
2723 Perryville Dr,Odessa,Texas,Active,8-Aug-22,FALSE
2659 Waterway Dr,Grand Prairie,Texas,Active,11-Jul-22,FALSE
1424 Mackinac Dr,Crowley,Texas,Active,25-Jul-22,FALSE
4905 Behrens Rd,Colleyville,Texas,Active,25-Jul-22,FALSE
5604 Overton Drive,Parker,Texas,Active,11-Jul-22,FALSE
1977 Zinfandel,New Braunfels,Texas,Active,25-Jul-22,FALSE
15647 COUNTY ROAD 1148,Tyler,Texas,Off Market,18-Jul-22,FALSE
4301 Little Lane,San Antonio,Texas,Active,11-Jul-22,FALSE
100 Stratford Reserve Pl,Austin,Texas,Off Market,8-Aug-22,FALSE
56 piena ln,Smyrna,Delaware,Pending,8-Aug-22,FALSE
9610 Landry,Spring,Texas,Pending,15-Aug-22,FALSE
431 Folk Crest Lane,League City,Texas,Off Market,11-Jul-22,FALSE
105 Regents Lane,Liberty Hill,Texas,,,FALSE
25802 Drybrook Rd,Spring,Texas,Active,11-Jul-22,FALSE
86093 South 4660 Road 74960,Stilwell,Oklahoma,Active,18-Jul-22,FALSE
6307 Shoreview Court,Kingwood,Texas,,,FALSE
7327 Obbligato Ln,San Antonio,Texas,Active,11-Jul-22,FALSE
207 Janis Lane,Waxahachie,Texas,Active,25-Jul-22,FALSE
109 Philomena Dr,Moon,Pennsylvania,,,FALSE
7950 County Road 4613,Athens,Texas,Active,25-Jul-22,FALSE
618 Barkers Cove,Houston,Texas,Pending,29-Aug-22,FALSE
954 Lariat Lane,Mansfield,Texas,Active,11-Jul-22,FALSE
10915 Preston Trails Dr,Austin,Texas,Pending,29-Aug-22,FALSE
2910 Memphis st,Philadelphia,Pennsylvania,Active Contingent,15-Aug-22,FALSE
1725 Marburg,Dallas,Texas,Active,15-Aug-22,FALSE
2744 cape pearl,Grand Prairie,Texas,Off Market,22-Aug-22,FALSE
8302 Old York Rd. #A24,Elkins Park,Pennsylvania,Pending,18-Jul-22,FALSE
19 Champion Trail,San Antonio,Texas,Pending,15-Aug-22,FALSE
709 Sun Valley Drive,Denton,Texas,Pending,1-Aug-22,FALSE
7 Red Adler Place,The woodlands,Texas,Active,8-Aug-22,FALSE
1486 Garnet Way 95961,Plumas Lake,California,Off Market,8-Aug-22,FALSE
6902 Cherry Meadow,Austin,Texas,Off Market,29-Aug-22,FALSE
10903 Catskill Trl,Austin,Texas,Active,25-Jul-22,FALSE
2119 West Brook Street 74021,Collinsville,Oklahoma,Pending,8-Aug-22,FALSE
104 Indian Oaks Dr,Harker Heights,Texas,Active,11-Jul-22,FALSE
3116 Westhaven Dr,Amarillo,Texas,Active,25-Jul-22,FALSE
576 County Road 3350,Kempner,Texas,Active,11-Jul-22,FALSE
10311 Chatterton Dr,Houston,Texas,Active,11-Jul-22,FALSE
2226 Brazos Dr.,Frisco,Texas,Active,11-Jul-22,FALSE
2580 Still Meadow Rd,Seguin,Texas,Off Market,8-Aug-22,FALSE
1805 Stephen Drive,Wylie,Texas,Off Market,8-Aug-22,FALSE
1420 Beech Mtn Parkway,Beech Mountain,North Carolina,Off Market,8-Aug-22,FALSE
106 Lynne Circle,Mabank,Texas,Active,18-Jul-22,FALSE
840 Table Rock Dr,Prosper,Texas,Active,11-Jul-22,FALSE
175 Fuqua Dr,Bells,Texas,Active,22-Aug-22,FALSE
613 Tribet Plae,Colwyn,Pennsylvania,,,FALSE
502 Vine Street,Tionesta,Pennsylvania,Pending,11-Jul-22,FALSE
4503 Green Forest Pass,Houston,Texas,Active,11-Jul-22,FALSE
2103 Rain Water Drive,Austin,Texas,Off Market,5-Jul-22,FALSE
1122 Rolling Hills Dr,Longview,Texas,Off Market,5-Jul-22,FALSE
118 River Hills Dr,San Marcos,Texas,Active,25-Jul-22,FALSE
2202 Cedar Bend Dr,Austin,Texas,Off Market,25-Jul-22,FALSE
1046 Barkeyville Road,Grove City,Pennsylvania,Active Contingent,11-Jul-22,FALSE
2213 4th St,Galena Park,Texas,Active,11-Jul-22,FALSE
2706 Fisk Lane 90278,Redondo Beach,California,Off Market,22-Aug-22,FALSE
2405 Northridge Dr,Garland,Texas,Active,22-Aug-22,FALSE
500 Jupiter Terrace 95065,Santa Cruz,,Off Market,8-Aug-22,FALSE
2406 Picadilly,Wichita Falls,Texas,Off Market,5-Jul-22,FALSE
25707 Preserve Crest,San Antonio,Texas,Active,25-Jul-22,FALSE
10112 Echoridge Dr,Austin,Texas,Active,22-Aug-22,FALSE
15 Lake Shore Dr.,Corpus Christi,Texas,Active,11-Jul-22,FALSE
9178 Glen Springs Drive,Dallas,Texas,Active,11-Jul-22,FALSE
18106 Resort View,San Antonio,Texas,Pending,8-Aug-22,FALSE
6300 Porthole Ln,Fort Worth,Texas,Active,11-Jul-22,FALSE
203 E Bennett St,Strawn,Texas,Active,8-Aug-22,FALSE
695 Rattler Bluff,San Antonio,Texas,Off Market,5-Jul-22,FALSE
2009 Wild Turkey Dr,Midlothian,Texas,Off Market,11-Jul-22,FALSE
3712 Stadium Dr.,Fort Worth,Texas,Off Market,5-Jul-22,FALSE
17045 Amberson Rd,Spring Run,Pennsylvania,Active,11-Jul-22,FALSE
425 Bellview Ave,Bellwood,Pennsylvania,Pending,15-Aug-22,FALSE
601 Perseus,killeen,Texas,Active,11-Jul-22,FALSE
12909 Wood Lily Trl,Elgin,Texas,Off Market,18-Jul-22,FALSE
623 Prickly Pear Pass,Buda,Texas,Under Contract,22-Aug-22,FALSE
351 Housefinch Loop,Leander,Texas,Active,8-Aug-22,FALSE
5701 Corkin Lane,Raleigh,North Carolina,,,FALSE
20403 Oak Lodge Meadow Dr,Humble,Texas,Active,8-Aug-22,FALSE
12302 Beartrap Ln,Austin,Texas,Off Market,5-Jul-22,FALSE
141 Prairie Ridge Dr,Aledo,Texas,Off Market,25-Jul-22,FALSE
12801 Appaloosa Chase Dr,Austin,Texas,Under Contract,29-Aug-22,FALSE
18 Intrepid Circle,Rockwall,Texas,Active,11-Jul-22,FALSE
2401 Manor Road #116,Austin,Texas,Active,18-Jul-22,FALSE
592 General Learned Road,King of Prussia,Pennsylvania,Pending,15-Aug-22,FALSE
114 Woodlawn Dr,Sour Lake,Texas,Active,25-Jul-22,FALSE
"680 Avon Fields Lane, Cincinnati, OH 45229 45229",Cincinnati,Ohio,Active Contingent,8-Aug-22,FALSE
2140 Los Rios,Plano,Texas,Off Market,11-Jul-22,FALSE
141 Olson Cove,Kyle,Texas,Active,29-Aug-22,FALSE
709 Buttermilk Dr,Arlington,Texas,Pending,8-Aug-22,FALSE
544 Maple St,Scranton,Pennsylvania,Pending,18-Jul-22,FALSE
7504 Elderberry drive,austin,Texas,Active,8-Aug-22,FALSE
30077 Walden Farms Lane,Brookshire,Texas,Off Market,29-Aug-22,FALSE
447 Cherry St,Columbia,Pennsylvania,Off Market,22-Aug-22,FALSE
13103 Broughton Way,Austin,Texas,Active,15-Aug-22,FALSE
105 Fox Circle,Burnet,Texas,Under Contract,18-Jul-22,FALSE
10212 west rutland village,Austin,Texas,Off Market,18-Jul-22,FALSE
301 W Shands St,Forney,Texas,Active,11-Jul-22,FALSE
427 CR 1516,Alba,Texas,,,FALSE
2071 Mustang Trail,Frisco,Texas,Active,25-Jul-22,FALSE
4707 Place One Dr,Garland,Texas,Under Contract,29-Aug-22,FALSE
1110 Vanderbuilt Cir,Pflugerville,Texas,Active,11-Jul-22,FALSE
302 Rosalie Dr,New Braunfels,Texas,Pending,25-Jul-22,FALSE
5703 Devonwood St,Schertz,Texas,Pending,29-Aug-22,FALSE
576 Piney Groves School Rd,Marshall,Texas,Active,25-Jul-22,FALSE
5836 Coppermill Rd,Fort Worth,Texas,Active,25-Jul-22,FALSE
822 W Cypress,San Antonio,Texas,Off Market,5-Jul-22,FALSE
1111 W 12th St #117,Austin,Texas,Off Market,22-Aug-22,FALSE
8128 Joy Rd,Volente,Texas,Off Market,5-Jul-22,FALSE
236 Raptor Beak Way,Cedar Creek,Texas,Off Market,25-Jul-22,FALSE
1420 Windcrest Drive,Round Rock,Texas,Active,8-Aug-22,FALSE
16514 Glen Eve Path,San Antonio,Texas,Pending,29-Aug-22,FALSE
16107 Sandpoint Cv,Austin,Texas,Off Market,25-Jul-22,FALSE
3401 Braes Meadow Ct,Grand Prairie,Texas,Off Market,5-Jul-22,FALSE
2610 Maxwell,Midland,Texas,Off Market,5-Jul-22,FALSE
334 Ranch Gate Lane,Frisco,Texas,,,FALSE
3709 Latigo Dr,Killeen,Texas,Off Market,15-Aug-22,FALSE
681 Thousand Oaks Dr,Cedar Creek,Texas,Active,25-Jul-22,FALSE
2046 N Gratz St,Philadelphia,Pennsylvania,Active,11-Jul-22,FALSE
2250 FM 773,Grand Saline,Texas,Off Market,5-Jul-22,FALSE
4605 Lookout Mountain Ln.,Killeen,Texas,Pending,25-Jul-22,FALSE
25895 E Lake View Ct.,Hockley,Texas,Pending,22-Aug-22,FALSE
1422 W Lullwood Ave,San Antonio,Texas,Off Market,11-Jul-22,FALSE
5907 Carry Back Ln,Austin,Texas,Off Market,5-Jul-22,FALSE
12635 Mint Arbor,Houston,Texas,,,FALSE
260 Cactus Patch,Selma,Texas,Off Market,22-Aug-22,FALSE
10603 Yucca,Austin,Texas,Off Market,15-Aug-22,FALSE
4619 Aspen View,San Antonio,Texas,Off Market,29-Aug-22,FALSE
2285 Long Island Court 89436,Sparks,Nevada,Under Contract,29-Aug-22,FALSE
11722 Jarvis Dr.,San Antonio,Texas,Pending,25-Jul-22,FALSE
3909 Redbud Dr.,Aubrey,Texas,Pending,29-Aug-22,FALSE
18515 Mabels Island Ct,Humble,Texas,Active,11-Jul-22,FALSE
6616 Plains Crest Drive,Del Valle,Texas,Active,11-Jul-22,FALSE
4103 Mountain VIew,Kingsland,Texas,Off Market,5-Jul-22,FALSE
3840 Del Monte Drive,Houston,Texas,Active,15-Aug-22,FALSE
414 Rosecliff Drive,Wexford,Pennsylvania,Active,11-Jul-22,FALSE
6103 Lake Shore Drive,Lago Vista,Texas,Active,15-Aug-22,FALSE
7706 river pass dr,Pearland,Texas,Off Market,15-Aug-22,FALSE
507 Sabine St #401,Austin,Texas,Off Market,18-Jul-22,FALSE
23839 Padova Gardens Dr,Katy,Texas,Off Market,5-Jul-22,FALSE
2869 FM 2091 N,Gonzales,Texas,Off Market,29-Aug-22,FALSE
516 Cornerstone Way,East Stroudsburg,Pennsylvania,Pending,22-Aug-22,FALSE
3334 Saltillo Way,San Antonio,Texas,Active,11-Jul-22,FALSE
511 Union Street,Perkasie,Pennsylvania,Active,15-Aug-22,FALSE
6160 Balcony Ln,Dallas,Texas,Active,22-Aug-22,FALSE
18713 Silent Water Way,Pflugerville,Texas,Active,29-Aug-22,FALSE
1262 S. Albemarle Street,York,Pennsylvania,Pending,29-Aug-22,FALSE
2930 Waters Edge,Quinlan,Texas,,,FALSE
2301 Barton Village Circle,Austin,Texas,Under Contract,1-Aug-22,FALSE
120 Randon Lane,Hazleton,Pennsylvania,Off Market,25-Jul-22,FALSE
1996 Westvalley Pl,Round Rock,Texas,Pending,18-Jul-22,FALSE
982 County Road 676,Dayton,Texas,Active,11-Jul-22,FALSE
7604 Chestnut Drive,North Richland Hills,Texas,Active,18-Jul-22,FALSE
914 W 22 1/2 #305,Austin,Texas,Off Market,5-Jul-22,FALSE
1200 Cuero dr,Garland,Texas,Off Market,15-Aug-22,FALSE
1440 S Hicks St.,Philadelphia,Pennsylvania,Active,11-Jul-22,FALSE
2901 Nabors Ln,Odessa,Texas,Off Market,8-Aug-22,FALSE
8692 FM 16,Van,Texas,Active,11-Jul-22,FALSE
103 Hebron Lane,Sylva,North Carolina,Off Market,5-Jul-22,FALSE
249 County Road 817,Buna,Texas,Off Market,29-Aug-22,FALSE
17324 Borromeo Ave,Pflugerville,Texas,Off Market,5-Jul-22,FALSE
307 W Couts Street,Weatherford,Texas,Pending,29-Aug-22,FALSE
805 Trenton Street,Weatherford,Texas,Active,11-Jul-22,FALSE
1812 Circleview Drive,Weatherford,Texas,Active,11-Jul-22,FALSE
5824 Spruce Street,Philadelphia,Pennsylvania,Off Market,5-Jul-22,FALSE
710 Colorado,Austin,Texas,Under Contract,29-Aug-22,FALSE
2710 Cedar Springs Pl,Round Rock,Texas,Active,1-Aug-22,FALSE
709 S 11th St,Allentown,Pennsylvania,Off Market,8-Aug-22,FALSE
1 Waterbrook Place,The Woodlands,Texas,Pending,11-Jul-22,FALSE
4510 San Carlos Avenue 94601,Oakland,California,Active,11-Jul-22,FALSE
3516 Glen Ave,Easton,Pennsylvania,Pending,1-Aug-22,FALSE
"2036 Cobblefield Way, Glendora CA 91740-6708 91740-6708",Glendora,California,Active,1-Aug-22,FALSE
1823 Viruth St,Pittsburgh,Pennsylvania,Active,15-Aug-22,FALSE
1508 Dahlia Ct.,Pflugerville,Texas,Under Contract,29-Aug-22,FALSE
1812 Vassar Street,Houston,Texas,Off Market,5-Jul-22,FALSE
7208 Precinct Line Rd,Hurst,Texas,Pending,29-Aug-22,FALSE
739 Avondale Ave,San Antonio,Texas,Pending,29-Aug-22,FALSE
5601 St Hwy 361 #109,Port Aransas,Texas,Off Market,15-Aug-22,FALSE
1616 Arndt,New Braunfels,Texas,Off Market,18-Jul-22,FALSE
3429 Whisper Haven,Schertz,Texas,Pending,8-Aug-22,FALSE
9400 Ranchland Hills Blvd.,Jonestown,Texas,Active,11-Jul-22,FALSE
1564 Lazy Ln,Corpus Christi,Texas,Active,8-Aug-22,FALSE
15406 Big Cyprus Bayou,Corpus Christi,Texas,Off Market,22-Aug-22,FALSE
2326 Scenic Road,Midland,Texas,Active,11-Jul-22,FALSE
3915 Esmond Dr,Odessa,Texas,Off Market,15-Aug-22,FALSE
4504 Crown Knoll Circle,Flower Mound,Texas,Pending,15-Aug-22,FALSE
502 Rotary,San Antonio,Texas,Pending,15-Aug-22,FALSE
770 Hunters Place,Prosper,Texas,Off Market,29-Aug-22,FALSE
724 School Street,Benavides,Texas,Off Market,25-Jul-22,FALSE
8217 Cadillac Lane 63134,Berkeley,Missouri,Active,8-Aug-22,FALSE
276 Bridlewood Path,Seguin,Texas,Active,11-Jul-22,FALSE
1819 Tyler Street,Aliquippa,Pennsylvania,Active Contingent,8-Aug-22,FALSE
5125 Burr Oaks Place 73105,Oklahoma City,Oklahoma,Off Market,25-Jul-22,FALSE
527 Lost Cove Drive,Spicewood,Texas,Off Market,8-Aug-22,FALSE
706 E 47th Street,Austin,Texas,Active,8-Aug-22,FALSE
748 Madison st,Coatesville,Pennsylvania,Active Contingent,25-Jul-22,FALSE
2003 Clyde Falls Drive,Richmond,Texas,Off Market,22-Aug-22,FALSE
9731 Anderson Village Drive,Austin,Texas,Active,11-Jul-22,FALSE
903 Karen Ave,Austin,Texas,Active,8-Aug-22,FALSE
14601 Ballycastle Trail,Austin,Texas,Off Market,5-Jul-22,FALSE
3516 E. Renfro Street,Burleson,Texas,Active,5-Jul-22,FALSE
6929 Ave L,Houston,Texas,Off Market,29-Aug-22,FALSE
1033 Wagon Trail,Little Elm,Texas,Active,5-Jul-22,FALSE
15399 North 520 Road 74464,Tahlequah,Oklahoma,Active,5-Jul-22,FALSE
7013 Kate Reed Dr,Odessa,Texas,Active,5-Jul-22,FALSE
"1833 Ficuzza Way, Leander, TX 78641",Leander,Texas,Pending,29-Aug-22,FALSE
5490 County Road 620 63701,Cape Girardeau,Missouri,Off Market,11-Jul-22,FALSE
21661 Forest Grove Dr.,Chandler,Texas,Off Market,5-Jul-22,FALSE
7633 Vista Del Sol,Odessa,Texas,Active,5-Jul-22,FALSE
2305 Blanco Court,Arlington,Texas,Pending,29-Aug-22,FALSE
601 N Spring,Grand Saline,Texas,Active,27-Jun-22,FALSE
605 N. Bromley,Scranton,Pennsylvania,Active,11-Jul-22,FALSE
2811 Vernon Ave.,Austin,Texas,Off Market,5-Jul-22,FALSE
